Assemblies	penguin	rnaspades	err_rate
HIV1.cut.id_AF443086.1	4497.24	3376.33	0.001
HIV1.cut.id_AF443087.1	1203.21	3166.48	0.001
HIV1.cut.id_AF443088.1	155.73	2982.06	0.001
HIV1.cut.id_AF443089.1	1547.29	-	0.001
HIV1.cut.id_AF443090.1	2598.84	3138.08	0.001
HIV1.cut.id_AF443091.1	357.10	3065.30	0.001
HIV1.cut.id_AF443092.1	809.00	3649.43	0.001
HIV1.cut.id_AF443093.1	848.15	4720.28	0.001
HIV1.cut.id_AF443094.1	509.60	1578.59	0.001
HIV1.cut.id_AF443095.1	1145.89	2039.45	0.001
HIV1.cut.id_AF443096.1	3951.27	3663.20	0.001
HIV1.cut.id_AF443097.1	90.65	2336.77	0.001
HIV1.cut.id_AF443098.1	2574.68	1182.33	0.001
HIV1.cut.id_AF443099.1	1352.94	2704.99	0.001
HIV1.cut.id_AF443100.1	3600.80	3627.57	0.001
HIV1.cut.id_AF443101.1	170.94	4230.77	0.001
HIV1.cut.id_AF443102.1	1139.45	4761.90	0.001
HIV1.cut.id_AF443103.1	2652.41	2195.61	0.001
HIV1.cut.id_AF443104.1	1567.81	3864.45	0.001
HIV1.cut.id_AF443105.1	7830.20	2670.09	0.001
HIV1.cut.id_AF443107.1	993.89	-	0.001
HIV1.cut.id_AF443108.1	208.70	4458.60	0.001
HIV1.cut.id_AF443109.1	444.07	479.23	0.001
HIV1.cut.id_AF443110.1	212.82	2173.91	0.001
HIV1.cut.id_AF443111.1	832.53	623.83	0.001
HIV1.cut.id_AF443112.1	2898.23	969.46	0.001
HIV1.cut.id_AF443113.1	746.02	2792.28	0.001
HIV1.cut.id_AF443114.1	258.33	18653.49	0.001
HIV1.cut.id_AF443115.1	44.22	2115.16	0.001
HIV1.cut.id_AF450096.1	1863.96	2059.50	0.001
HIV1.cut.id_AF450097.1	1169.00	-	0.001
HIV1.cut.id_AF450098.1	1852.80	2778.85	0.001
HIV1.cut.id_AF457058.1	1456.25	1438.85	0.001
HIV1.cut.id_AF460972.1	525.09	3380.53	0.001
HIV1.cut.id_AF460974.1	971.31	2295.08	0.001
HIV1.cut.id_AF468970.1	402.65	-	0.001
HIV1.cut.id_AF484480.1	1556.64	3778.41	0.001
HIV1.cut.id_AF484485.1	2435.42	3450.59	0.001
HIV1.cut.id_AF484511.1	568.96	3667.17	0.001
HIV1.cut.id_AF484515.1	64.43	1750.00	0.001
HIV1.cut.id_AF490973.1	3055.35	2415.46	0.001
HIV1.cut.id_AF490974.1	5683.49	-	0.001
HIV1.cut.id_AF492623.1	1478.56	5388.18	0.001
HIV1.cut.id_AF492624.1	1552.62	-	0.001
HIV1.cut.id_AF503396.1	3035.69	3789.97	0.001
HIV1.cut.id_AF516184.1	1452.84	1415.26	0.001
HIV1.cut.id_AF529572.1	1063.98	-	0.001
HIV1.cut.id_AF529573.1	616.76	1379.31	0.001
HIV1.cut.id_AF530576.1	1809.17	994.04	0.001
HIV1.cut.id_AF538302.1	3070.82	1331.79	0.001
HIV1.cut.id_AF538303.1	2649.52	1515.76	0.001
HIV1.cut.id_AJ006022.1	5941.68	2261.22	0.001
HIV1.cut.id_AJ006287.1	5699.77	3070.87	0.001
HIV1.cut.id_AJ237565.1	1554.06	1635.14	0.001
HIV1.cut.id_AJ239083.1	944.51	604.57	0.001
HIV1.cut.id_AJ245481.2	1971.80	2882.80	0.001
HIV1.cut.id_AJ251056.1	1441.38	3778.88	0.001
HIV1.cut.id_AJ251057.1	1591.96	5064.78	0.001
HIV1.cut.id_AJ271370.1	5176.27	2640.26	0.001
HIV1.cut.id_AJ271445.1	3106.00	1236.75	0.001
HIV1.cut.id_AJ276595.1	122.96	2928.26	0.001
HIV1.cut.id_AJ276596.1	1256.45	2760.08	0.001
HIV1.cut.id_AJ288981.1	273.81	3196.21	0.001
HIV1.cut.id_AJ288982.1	2035.88	2107.33	0.001
HIV1.cut.id_AJ291718.1	890.32	3099.63	0.001
HIV1.cut.id_AJ291719.1	1207.51	507.02	0.001
HIV1.cut.id_AJ291720.1	167.85	477.83	0.001
HIV1.cut.id_AJ302646.1	3108.42	3398.56	0.001
HIV1.cut.id_AJ302647.1	3911.77	6084.33	0.001
HIV1.cut.id_AJ320484.1	120.64	2681.25	0.001
HIV1.cut.id_AJ404325.1	2876.01	2289.28	0.001
HIV1.cut.id_AJ508595.1	237.80	3861.61	0.001
HIV1.cut.id_AJ508596.1	1483.24	5013.43	0.001
HIV1.cut.id_AJ508597.1	3273.42	3354.49	0.001
HIV1.cut.id_AJ866553.1	1186.42	648.93	0.001
HIV1.cut.id_AJ866554.1	177.82	2561.86	0.001
HIV1.cut.id_AJ866555.1	1152.66	805.61	0.001
HIV1.cut.id_AJ866556.1	1913.66	1624.92	0.001
HIV1.cut.id_AJ866557.1	749.02	423.52	0.001
HIV1.cut.id_AJ866558.1	392.06	2508.63	0.001
HIV1.cut.id_AM000053.1	2306.43	2007.36	0.001
HIV1.cut.id_AM000054.1	559.30	1599.29	0.001
HIV1.cut.id_AM000055.1	1372.87	7272.16	0.001
HIV1.cut.id_AP005206.1	4332.57	-	0.001
HIV1.cut.id_AP005207.1	5148.87	2479.78	0.001
HIV1.cut.id_AY008714.1	4149.52	3072.55	0.001
HIV1.cut.id_AY008715.1	2435.84	4219.69	0.001
HIV1.cut.id_AY008716.1	890.34	0.00	0.001
HIV1.cut.id_AY008717.1	4736.52	3553.50	0.001
HIV1.cut.id_AY008718.1	3855.99	10742.31	0.001
HIV1.cut.id_AY037282.1	179.33	4382.47	0.001
HIV1.cut.id_AY046058.1	88.41	514.33	0.001
HIV1.cut.id_AY049708.1	1967.40	-	0.001
HIV1.cut.id_AY049709.1	1571.24	3867.79	0.001
HIV1.cut.id_AY049710.1	365.97	4906.94	0.001
HIV1.cut.id_AY049711.1	1380.61	4517.61	0.001
HIV1.cut.id_AY074891.1	3346.39	1177.76	0.001
HIV1.cut.id_AY082968.1	3888.23	3850.64	0.001
HIV1.cut.id_AY093603.1	777.47	1997.63	0.001
HIV1.cut.id_AY093604.1	364.59	4049.51	0.001
HIV1.cut.id_AY093605.1	709.05	391.04	0.001
HIV1.cut.id_AY118165.1	1032.43	2707.01	0.001
HIV1.cut.id_AY118166.1	825.24	3737.67	0.001
HIV1.cut.id_AY125894.1	1035.23	-	0.001
HIV1.cut.id_AY158533.1	2486.54	2071.82	0.001
HIV1.cut.id_AY158534.1	2969.81	3419.48	0.001
HIV1.cut.id_AY158535.1	163.35	3462.87	0.001
HIV1.cut.id_AY162223.1	513.89	2391.39	0.001
HIV1.cut.id_AY162224.1	1582.80	3868.27	0.001
HIV1.cut.id_AY162225.1	984.91	2433.37	0.001
HIV1.cut.id_AY167123.1	1166.49	1729.11	0.001
HIV1.cut.id_AY169802.1	513.56	6356.43	0.001
HIV1.cut.id_AY169803.1	525.07	-	0.001
HIV1.cut.id_AY169804.1	159.80	3982.53	0.001
HIV1.cut.id_AY169805.1	15010.39	2816.55	0.001
HIV1.cut.id_AY169806.1	354.95	1511.56	0.001
HIV1.cut.id_AY169807.1	5292.31	2745.77	0.001
HIV1.cut.id_AY169808.1	182.57	1527.25	0.001
HIV1.cut.id_AY169809.1	6076.75	3522.27	0.001
HIV1.cut.id_AY169810.1	10189.70	1391.44	0.001
HIV1.cut.id_AY169811.1	213.10	337.22	0.001
HIV1.cut.id_AY169812.1	3424.02	2307.69	0.001
HIV1.cut.id_AY169813.1	4072.50	989.12	0.001
HIV1.cut.id_AY169814.1	3195.60	2906.21	0.001
HIV1.cut.id_AY169815.1	7562.77	4288.38	0.001
HIV1.cut.id_AY169816.1	917.00	2342.09	0.001
HIV1.cut.id_AY173951.1	1815.21	927.36	0.001
HIV1.cut.id_AY173952.1	1507.19	1361.16	0.001
HIV1.cut.id_AY173953.1	2112.68	2083.33	0.001
HIV1.cut.id_AY173954.1	3710.91	7057.06	0.001
HIV1.cut.id_AY173955.1	1630.13	2342.61	0.001
HIV1.cut.id_AY173956.1	4026.85	-	0.001
HIV1.cut.id_AY173957.1	2268.27	10033.97	0.001
HIV1.cut.id_AY173958.1	3281.62	2465.75	0.001
HIV1.cut.id_AY180905.1	1161.37	4182.51	0.001
HIV1.cut.id_AY227107.1	59.26	311.14	0.001
HIV1.cut.id_AY228556.1	982.84	3956.67	0.001
HIV1.cut.id_AY228557.1	3325.82	3696.57	0.001
HIV1.cut.id_AY237165.1	3835.13	2552.43	0.001
HIV1.cut.id_AY237166.1	100.69	1932.45	0.001
HIV1.cut.id_AY237167.1	11742.38	2948.72	0.001
HIV1.cut.id_AY271690.1	1231.36	1260.91	0.001
HIV1.cut.id_AY308760.1	394.64	4464.29	0.001
HIV1.cut.id_AY308761.1	-	1035.50	0.001
HIV1.cut.id_AY308762.1	2851.21	235.66	0.001
HIV1.cut.id_AY314044.1	3826.58	3352.31	0.001
HIV1.cut.id_AY314045.1	3238.50	-	0.001
HIV1.cut.id_AY314046.1	2896.34	-	0.001
HIV1.cut.id_AY314047.1	1037.19	-	0.001
HIV1.cut.id_AY314048.1	715.50	8510.64	0.001
HIV1.cut.id_AY314049.1	1388.03	-	0.001
HIV1.cut.id_AY314050.1	1849.80	-	0.001
HIV1.cut.id_AY314051.1	-	-	0.001
HIV1.cut.id_AY314052.1	260.64	1877.55	0.001
HIV1.cut.id_AY314053.1	1591.54	2928.13	0.001
HIV1.cut.id_AY314054.1	1908.15	2060.87	0.001
HIV1.cut.id_AY314055.1	2714.56	-	0.001
HIV1.cut.id_AY314056.1	2787.96	-	0.001
HIV1.cut.id_AY314057.1	661.83	-	0.001
HIV1.cut.id_AY314058.1	3705.64	-	0.001
HIV1.cut.id_AY314059.1	1799.43	-	0.001
HIV1.cut.id_AY314060.1	1059.60	9507.17	0.001
HIV1.cut.id_AY314061.1	1608.58	3492.06	0.001
HIV1.cut.id_AY314062.1	1185.77	-	0.001
HIV1.cut.id_AY314063.1	1920.52	6650.94	0.001
HIV1.cut.id_AY322184.1	3137.32	4114.52	0.001
HIV1.cut.id_AY322185.1	672.44	3351.96	0.001
HIV1.cut.id_AY322187.1	1150.90	3792.28	0.001
HIV1.cut.id_AY322189.1	2674.15	247.05	0.001
HIV1.cut.id_AY322190.1	221.50	1762.76	0.001
HIV1.cut.id_AY322191.1	105.20	2061.58	0.001
HIV1.cut.id_AY322193.1	1052.97	3471.55	0.001
HIV1.cut.id_AY331282.1	139.45	-	0.001
HIV1.cut.id_AY331283.1	0.00	1676.96	0.001
HIV1.cut.id_AY331284.1	592.25	-	0.001
HIV1.cut.id_AY331285.1	806.45	1177.34	0.001
HIV1.cut.id_AY331286.1	0.00	3966.35	0.001
HIV1.cut.id_AY331287.1	1013.71	3969.47	0.001
HIV1.cut.id_AY331288.1	990.57	-	0.001
HIV1.cut.id_AY331289.1	34.13	2002.95	0.001
HIV1.cut.id_AY331290.1	91.49	1425.89	0.001
HIV1.cut.id_AY331292.1	528.80	1941.75	0.001
HIV1.cut.id_AY331293.1	2590.73	1092.44	0.001
HIV1.cut.id_AY331296.1	146.88	1659.63	0.001
HIV1.cut.id_AY331297.1	129.40	3450.33	0.001
HIV1.cut.id_AY332236.1	191.20	-	0.001
HIV1.cut.id_AY352654.1	1111.85	2700.27	0.001
HIV1.cut.id_AY352655.1	223.30	2996.92	0.001
HIV1.cut.id_AY352656.1	1302.93	6267.91	0.001
HIV1.cut.id_AY352657.1	3114.02	1812.23	0.001
HIV1.cut.id_AY423381.1	5105.96	3660.57	0.001
HIV1.cut.id_AY423382.1	2530.44	6390.33	0.001
HIV1.cut.id_AY423383.1	388.92	2945.17	0.001
HIV1.cut.id_AY423384.1	955.48	4241.44	0.001
HIV1.cut.id_AY423385.1	668.90	-	0.001
HIV1.cut.id_AY423386.1	544.11	-	0.001
HIV1.cut.id_AY423387.1	1043.48	-	0.001
HIV1.cut.id_AY445524.1	1396.53	3287.49	0.001
HIV1.cut.id_AY455778.1	1200.10	683.37	0.001
HIV1.cut.id_AY455779.1	458.05	4065.74	0.001
HIV1.cut.id_AY455780.1	145.00	6014.15	0.001
HIV1.cut.id_AY455781.1	445.40	3254.11	0.001
HIV1.cut.id_AY455782.1	1170.46	4260.45	0.001
HIV1.cut.id_AY455783.1	2580.33	6338.43	0.001
HIV1.cut.id_AY455784.1	281.24	2408.81	0.001
HIV1.cut.id_AY455785.1	2272.46	1529.90	0.001
HIV1.cut.id_AY463217.1	606.33	4401.99	0.001
HIV1.cut.id_AY463218.1	514.23	3996.45	0.001
HIV1.cut.id_AY463219.1	2784.65	13966.61	0.001
HIV1.cut.id_AY463220.1	1910.97	3019.84	0.001
HIV1.cut.id_AY463221.1	569.09	-	0.001
HIV1.cut.id_AY463222.1	602.78	830.64	0.001
HIV1.cut.id_AY463223.1	1267.78	3082.98	0.001
HIV1.cut.id_AY463224.1	793.18	2377.57	0.001
HIV1.cut.id_AY463225.1	714.39	5369.30	0.001
HIV1.cut.id_AY463226.1	1765.97	4761.90	0.001
HIV1.cut.id_AY463227.1	1068.97	1493.14	0.001
HIV1.cut.id_AY463228.1	154.70	3802.01	0.001
HIV1.cut.id_AY463229.1	2130.96	0.00	0.001
HIV1.cut.id_AY463230.1	517.12	5014.08	0.001
HIV1.cut.id_AY463231.1	646.04	-	0.001
HIV1.cut.id_AY463232.1	259.70	3383.01	0.001
HIV1.cut.id_AY463233.1	1408.81	2255.86	0.001
HIV1.cut.id_AY463234.1	1480.58	3579.79	0.001
HIV1.cut.id_AY463235.1	1180.57	6767.57	0.001
HIV1.cut.id_AY463236.1	1189.03	2278.08	0.001
HIV1.cut.id_AY463237.1	1274.28	14661.13	0.001
HIV1.cut.id_AY500393.1	4540.70	2989.22	0.001
HIV1.cut.id_AY531116.1	2435.19	1388.53	0.001
HIV1.cut.id_AY532635.1	2539.72	1816.76	0.001
HIV1.cut.id_AY535659.1	5158.60	5169.38	0.001
HIV1.cut.id_AY535660.1	6333.99	2139.62	0.001
HIV1.cut.id_AY536233.1	2755.13	857.96	0.001
HIV1.cut.id_AY536234.1	554.68	5257.14	0.001
HIV1.cut.id_AY536235.1	45.07	3147.70	0.001
HIV1.cut.id_AY536236.1	286.09	2713.99	0.001
HIV1.cut.id_AY536237.1	6097.10	7537.15	0.001
HIV1.cut.id_AY536238.1	744.59	-	0.001
HIV1.cut.id_AY560107.1	2089.72	2915.95	0.001
HIV1.cut.id_AY560108.1	88.06	-	0.001
HIV1.cut.id_AY560109.1	2932.75	3804.10	0.001
HIV1.cut.id_AY560110.1	269.42	1275.69	0.001
HIV1.cut.id_AY585264.1	127.12	6580.71	0.001
HIV1.cut.id_AY585265.1	2107.34	1620.37	0.001
HIV1.cut.id_AY585266.1	569.62	3866.81	0.001
HIV1.cut.id_AY585267.1	849.22	4534.77	0.001
HIV1.cut.id_AY585268.1	-	3284.67	0.001
HIV1.cut.id_AY586540.1	40.14	2802.05	0.001
HIV1.cut.id_AY586541.1	2505.32	1549.63	0.001
HIV1.cut.id_AY586542.2	1105.23	3010.20	0.001
HIV1.cut.id_AY586543.2	1192.29	424.93	0.001
HIV1.cut.id_AY586544.2	3450.56	4268.41	0.001
HIV1.cut.id_AY586545.2	2380.31	4419.12	0.001
HIV1.cut.id_AY586546.1	3941.37	2151.76	0.001
HIV1.cut.id_AY586547.2	3366.11	2649.31	0.001
HIV1.cut.id_AY586548.2	431.89	3268.99	0.001
HIV1.cut.id_AY586549.2	609.76	5031.15	0.001
HIV1.cut.id_AY588970.1	1495.63	2168.02	0.001
HIV1.cut.id_AY588971.1	373.13	1888.31	0.001
HIV1.cut.id_AY612637.1	1803.63	710.53	0.001
HIV1.cut.id_AY618998.1	11128.02	4075.08	0.001
HIV1.cut.id_AY623602.1	1272.57	3496.64	0.001
HIV1.cut.id_AY682547.1	321.75	1392.76	0.001
HIV1.cut.id_AY703908.1	4502.34	3011.49	0.001
HIV1.cut.id_AY703909.1	863.98	4822.57	0.001
HIV1.cut.id_AY703910.1	880.60	2597.18	0.001
HIV1.cut.id_AY703911.1	1077.87	2764.98	0.001
HIV1.cut.id_AY751406.1	196.70	0.00	0.001
HIV1.cut.id_AY751407.1	1615.41	4806.83	0.001
HIV1.cut.id_AY771588.1	945.33	3526.67	0.001
HIV1.cut.id_AY771589.1	626.52	5448.72	0.001
HIV1.cut.id_AY771590.1	9400.92	2372.03	0.001
HIV1.cut.id_AY771591.1	91.26	2881.70	0.001
HIV1.cut.id_AY771592.1	1406.57	2045.39	0.001
HIV1.cut.id_AY771593.1	2154.72	3130.54	0.001
HIV1.cut.id_AY772535.1	426.72	3807.30	0.001
HIV1.cut.id_AY772690.1	3606.59	4492.05	0.001
HIV1.cut.id_AY772691.1	187.64	792.39	0.001
HIV1.cut.id_AY772692.1	2301.14	2907.80	0.001
HIV1.cut.id_AY772693.1	155.37	0.00	0.001
HIV1.cut.id_AY772694.1	102.70	1039.50	0.001
HIV1.cut.id_AY772695.1	916.18	3449.48	0.001
HIV1.cut.id_AY772696.1	465.12	4069.77	0.001
HIV1.cut.id_AY772698.1	2258.57	2413.63	0.001
HIV1.cut.id_AY772699.1	1076.23	8239.42	0.001
HIV1.cut.id_AY772700.1	1166.02	3592.99	0.001
HIV1.cut.id_AY773338.1	4326.21	8759.28	0.001
HIV1.cut.id_AY773339.1	3900.46	8885.74	0.001
HIV1.cut.id_AY773340.1	715.11	965.65	0.001
HIV1.cut.id_AY773341.1	381.94	1446.38	0.001
HIV1.cut.id_AY779550.1	1661.96	-	0.001
HIV1.cut.id_AY779551.1	1589.00	3098.74	0.001
HIV1.cut.id_AY779552.1	937.26	-	0.001
HIV1.cut.id_AY779553.1	3439.41	4354.14	0.001
HIV1.cut.id_AY779554.1	2981.29	3773.58	0.001
HIV1.cut.id_AY779555.1	2556.89	-	0.001
HIV1.cut.id_AY779556.1	5599.38	2143.81	0.001
HIV1.cut.id_AY779557.1	2123.75	5502.69	0.001
HIV1.cut.id_AY779558.1	3558.72	-	0.001
HIV1.cut.id_AY779559.1	2492.63	1784.08	0.001
HIV1.cut.id_AY779560.1	2194.81	-	0.001
HIV1.cut.id_AY779561.1	926.51	-	0.001
HIV1.cut.id_AY779562.1	6141.66	1267.01	0.001
HIV1.cut.id_AY779563.1	1356.29	4423.89	0.001
HIV1.cut.id_AY779564.1	2530.93	4700.85	0.001
HIV1.cut.id_AY781125.1	3535.35	5515.52	0.001
HIV1.cut.id_AY781126.1	870.06	4320.71	0.001
HIV1.cut.id_AY781127.1	828.80	2505.97	0.001
HIV1.cut.id_AY781128.1	545.39	2541.97	0.001
HIV1.cut.id_AY805330.1	2777.10	3118.91	0.001
HIV1.cut.id_AY818641.1	3882.48	5467.51	0.001
HIV1.cut.id_AY818642.1	413.85	5986.70	0.001
HIV1.cut.id_AY818643.1	714.29	-	0.001
HIV1.cut.id_AY818644.1	2610.22	-	0.001
HIV1.cut.id_AY819715.1	84.32	4155.12	0.001
HIV1.cut.id_AY835748.1	3179.47	2534.32	0.001
HIV1.cut.id_AY835749.1	2876.11	-	0.001
HIV1.cut.id_AY835750.1	1474.67	4071.59	0.001
HIV1.cut.id_AY835751.1	2914.44	2139.04	0.001
HIV1.cut.id_AY835753.1	605.74	1541.48	0.001
HIV1.cut.id_AY835754.1	1636.57	-	0.001
HIV1.cut.id_AY835755.1	3111.74	8249.90	0.001
HIV1.cut.id_AY835756.1	3793.05	3765.69	0.001
HIV1.cut.id_AY835757.1	2298.85	-	0.001
HIV1.cut.id_AY835758.1	4611.85	763.36	0.001
HIV1.cut.id_AY835759.1	2157.56	2150.93	0.001
HIV1.cut.id_AY835760.1	276.45	4838.01	0.001
HIV1.cut.id_AY835761.1	58.37	996.68	0.001
HIV1.cut.id_AY835762.1	1838.02	-	0.001
HIV1.cut.id_AY835763.1	3072.94	7418.40	0.001
HIV1.cut.id_AY835764.1	3106.88	438.60	0.001
HIV1.cut.id_AY835765.1	1927.13	3757.23	0.001
HIV1.cut.id_AY835766.1	3113.14	5441.95	0.001
HIV1.cut.id_AY835767.1	1356.69	3594.08	0.001
HIV1.cut.id_AY835769.1	1123.16	4201.05	0.001
HIV1.cut.id_AY835770.1	1358.19	3429.25	0.001
HIV1.cut.id_AY835771.1	2912.44	3877.34	0.001
HIV1.cut.id_AY835772.1	904.66	5737.16	0.001
HIV1.cut.id_AY835773.1	925.93	2200.22	0.001
HIV1.cut.id_AY835774.1	843.17	-	0.001
HIV1.cut.id_AY835775.1	1225.78	4037.27	0.001
HIV1.cut.id_AY835776.1	1857.12	3536.69	0.001
HIV1.cut.id_AY835777.1	733.05	4520.73	0.001
HIV1.cut.id_AY835778.1	653.69	3711.34	0.001
HIV1.cut.id_AY835779.1	2118.82	4245.97	0.001
HIV1.cut.id_AY835780.1	901.55	-	0.001
HIV1.cut.id_AY835781.1	356.10	5416.21	0.001
HIV1.cut.id_AY838565.1	2863.73	4058.53	0.001
HIV1.cut.id_AY838566.1	2875.45	6028.83	0.001
HIV1.cut.id_AY838567.1	641.88	3798.26	0.001
HIV1.cut.id_AY838568.1	148.41	2886.98	0.001
HIV1.cut.id_AY878054.1	275.21	1081.08	0.001
HIV1.cut.id_AY878055.1	1685.57	2329.04	0.001
HIV1.cut.id_AY878056.1	1496.54	8776.60	0.001
HIV1.cut.id_AY878057.1	548.60	8444.02	0.001
HIV1.cut.id_AY878058.1	1548.84	740.13	0.001
HIV1.cut.id_AY878059.1	2833.35	1200.53	0.001
HIV1.cut.id_AY878060.1	681.53	4336.73	0.001
HIV1.cut.id_AY878061.1	493.95	4911.43	0.001
HIV1.cut.id_AY878062.1	783.06	1378.01	0.001
HIV1.cut.id_AY878063.1	1648.35	3223.46	0.001
HIV1.cut.id_AY878064.1	1389.35	2646.95	0.001
HIV1.cut.id_AY878065.1	512.18	5143.05	0.001
HIV1.cut.id_AY878066.1	3663.61	2309.99	0.001
HIV1.cut.id_AY878067.1	1245.09	3090.62	0.001
HIV1.cut.id_AY878068.1	1896.89	1703.16	0.001
HIV1.cut.id_AY878070.1	659.27	1159.95	0.001
HIV1.cut.id_AY878071.1	2516.42	2348.65	0.001
HIV1.cut.id_AY878072.1	3939.04	-	0.001
HIV1.cut.id_AY882421.1	2803.74	960.12	0.001
HIV1.cut.id_AY900571.2	6632.77	0.00	0.001
HIV1.cut.id_AY900572.2	6115.15	1446.91	0.001
HIV1.cut.id_AY900574.2	1585.71	719.42	0.001
HIV1.cut.id_AY900575.2	2993.21	7297.69	0.001
HIV1.cut.id_AY900576.2	2228.05	2702.20	0.001
HIV1.cut.id_AY901965.1	5465.66	4457.53	0.001
HIV1.cut.id_AY901966.1	3487.63	847.20	0.001
HIV1.cut.id_AY901967.1	58.65	4785.16	0.001
HIV1.cut.id_AY901968.1	3913.76	1531.91	0.001
HIV1.cut.id_AY901969.1	1139.31	1844.57	0.001
HIV1.cut.id_AY901970.1	2236.84	2121.50	0.001
HIV1.cut.id_AY901971.1	857.86	2447.03	0.001
HIV1.cut.id_AY901972.1	304.13	2794.47	0.001
HIV1.cut.id_AY901973.1	1189.25	2141.97	0.001
HIV1.cut.id_AY901974.1	704.23	5505.67	0.001
HIV1.cut.id_AY901975.1	342.38	3507.73	0.001
HIV1.cut.id_AY901976.1	123.06	1949.57	0.001
HIV1.cut.id_AY901977.1	3603.71	3186.91	0.001
HIV1.cut.id_AY901978.1	3247.03	-	0.001
HIV1.cut.id_AY901979.1	556.23	3750.84	0.001
HIV1.cut.id_AY901980.1	1455.24	5481.08	0.001
HIV1.cut.id_AY901981.1	94.34	5610.34	0.001
HIV1.cut.id_AY945709.1	620.72	5882.35	0.001
HIV1.cut.id_AY968312.1	694.12	2546.09	0.001
HIV1.cut.id_AY970946.1	3673.64	-	0.001
HIV1.cut.id_AY970947.1	3149.31	3488.37	0.001
HIV1.cut.id_AY970948.1	1234.77	2612.33	0.001
HIV1.cut.id_AY970949.1	1140.75	81.77	0.001
HIV1.cut.id_AY970950.1	3221.35	2489.02	0.001
HIV1.cut.id_D10112.1	940.62	2510.99	0.001
HIV1.cut.id_D86068.1	-	3401.36	0.001
HIV1.cut.id_D86069.1	3363.01	4063.05	0.001
HIV1.cut.id_DD409979.1	3300.83	1813.27	0.001
HIV1.cut.id_DQ007901.1	890.91	2946.13	0.001
HIV1.cut.id_DQ007902.1	1648.61	1734.10	0.001
HIV1.cut.id_DQ007903.1	784.36	4027.20	0.001
HIV1.cut.id_DQ011165.1	1509.97	1361.57	0.001
HIV1.cut.id_DQ011166.1	926.05	4195.37	0.001
HIV1.cut.id_DQ011167.1	872.06	3213.61	0.001
HIV1.cut.id_DQ011168.1	539.77	3676.47	0.001
HIV1.cut.id_DQ011169.1	2581.82	3233.00	0.001
HIV1.cut.id_DQ011170.1	524.52	4149.62	0.001
HIV1.cut.id_DQ011171.1	2283.52	1428.57	0.001
HIV1.cut.id_DQ011172.1	2272.73	1305.48	0.001
HIV1.cut.id_DQ011173.1	931.20	2924.93	0.001
HIV1.cut.id_DQ011174.1	2458.62	2970.30	0.001
HIV1.cut.id_DQ011175.1	4111.25	3559.75	0.001
HIV1.cut.id_DQ011176.1	1159.19	2553.60	0.001
HIV1.cut.id_DQ011177.1	1168.03	2496.29	0.001
HIV1.cut.id_DQ011178.1	372.85	2666.20	0.001
HIV1.cut.id_DQ011179.1	938.58	8131.35	0.001
HIV1.cut.id_DQ011180.1	947.44	2970.30	0.001
HIV1.cut.id_DQ017382.1	3359.17	4826.37	0.001
HIV1.cut.id_DQ017383.1	4034.51	2586.06	0.001
HIV1.cut.id_DQ020274.2	214.90	2475.59	0.001
HIV1.cut.id_DQ054367.2	721.50	2412.63	0.001
HIV1.cut.id_DQ056404.1	1351.04	1039.44	0.001
HIV1.cut.id_DQ056405.1	934.01	1573.60	0.001
HIV1.cut.id_DQ056406.1	2008.52	2858.13	0.001
HIV1.cut.id_DQ056407.1	398.27	4143.95	0.001
HIV1.cut.id_DQ056408.1	5446.03	1404.96	0.001
HIV1.cut.id_DQ056409.1	1441.84	6074.92	0.001
HIV1.cut.id_DQ056410.1	122.37	3806.03	0.001
HIV1.cut.id_DQ056411.1	2425.12	3829.79	0.001
HIV1.cut.id_DQ056412.1	263.33	1250.87	0.001
HIV1.cut.id_DQ056413.1	1755.95	3591.16	0.001
HIV1.cut.id_DQ056414.1	3089.23	5503.48	0.001
HIV1.cut.id_DQ056415.1	1463.47	3913.04	0.001
HIV1.cut.id_DQ056416.1	664.64	2710.03	0.001
HIV1.cut.id_DQ056417.1	87.95	3998.38	0.001
HIV1.cut.id_DQ056418.1	3987.59	1025.16	0.001
HIV1.cut.id_DQ083238.1	681.41	788.36	0.001
HIV1.cut.id_DQ085867.1	3524.92	2627.43	0.001
HIV1.cut.id_DQ085869.1	856.53	2639.75	0.001
HIV1.cut.id_DQ085870.1	1093.98	2375.39	0.001
HIV1.cut.id_DQ085871.1	1616.73	4715.45	0.001
HIV1.cut.id_DQ085872.1	572.90	2509.91	0.001
HIV1.cut.id_DQ085873.1	645.32	4455.13	0.001
HIV1.cut.id_DQ085874.1	1802.88	4413.86	0.001
HIV1.cut.id_DQ085875.1	1240.14	2592.35	0.001
HIV1.cut.id_DQ085876.1	1590.69	3553.80	0.001
HIV1.cut.id_DQ093585.1	1538.81	5456.03	0.001
HIV1.cut.id_DQ093586.1	1499.94	2664.94	0.001
HIV1.cut.id_DQ093587.1	933.16	2398.40	0.001
HIV1.cut.id_DQ093588.1	137.38	2693.25	0.001
HIV1.cut.id_DQ093589.1	1195.09	3498.84	0.001
HIV1.cut.id_DQ093590.1	2056.13	-	0.001
HIV1.cut.id_DQ093591.1	299.25	388.10	0.001
HIV1.cut.id_DQ093592.1	2472.56	2349.87	0.001
HIV1.cut.id_DQ093593.1	1951.11	2952.41	0.001
