Tool	Contig	Length
rnaspades	SRR6960507_NODE_2256_length_3474_cov_12.935019_g1790_i0	3474
rnaspades	SRR6960507_NODE_2364_length_3404_cov_38.146803_g1877_i0	3404
rnaspades	SRR5466338_NODE_2399_length_4402_cov_68.999769_g1546_i0	4402
rnaspades	SRR5466338_NODE_2416_length_4387_cov_22.457580_g1559_i0	4387
rnaspades	SRR5466338_NODE_2544_length_4247_cov_27.804025_g1650_i0	4247
rnaspades	SRR5466338_NODE_2630_length_4168_cov_5.423199_g1714_i0	4168
rnaspades	SRR5466338_NODE_3309_length_3654_cov_25.390114_g2192_i0	3654
rnaspades	SRR5466338_NODE_3674_length_3421_cov_50.295102_g2451_i0	3421
rnaspades	SRR5466338_NODE_3677_length_3418_cov_108.391629_g2451_i1	3418
rnaspades	SRR5466364_NODE_1753_length_4377_cov_9.851998_g1142_i0	4377
rnaspades	SRR5466364_NODE_1773_length_4351_cov_6.590463_g1158_i0	4351
rnaspades	SRR5466364_NODE_2404_length_3832_cov_11.354616_g1610_i0	3832
rnaspades	SRR5466364_NODE_2724_length_3650_cov_23.304725_g1821_i0	3650
rnaspades	SRR5466365_NODE_1070_length_4712_cov_16786.365812_g653_i0	4712
rnaspades	SRR5466365_NODE_1514_length_4073_cov_8.721000_g952_i0	4073
rnaspades	SRR5466365_NODE_1780_length_3841_cov_15.673567_g1125_i0	3841
rnaspades	SRR5466365_NODE_2029_length_3627_cov_8.657569_g1305_i0	3627
rnaspades	SRR5466365_NODE_2141_length_3549_cov_7.415420_g1382_i0	3549
rnaspades	SRR5466365_NODE_2391_length_3380_cov_41.078016_g1550_i0	3380
rnaspades	SRR5466365_NODE_2397_length_3377_cov_93.147397_g1550_i1	3377
rnaspades	SRR5466366_NODE_1605_length_4914_cov_33.818219_g1059_i0	4914
rnaspades	SRR5466366_NODE_2775_length_3804_cov_6.503082_g1892_i0	3804
rnaspades	SRR5466369_NODE_2861_length_4446_cov_1470.139035_g1702_i0	4446
rnaspades	SRR5466369_NODE_3170_length_4171_cov_4.839190_g1914_i0	4171
rnaspades	SRR5466369_NODE_3188_length_4160_cov_4.301444_g1914_i1	4160
rnaspades	SRR5466369_NODE_3486_length_3955_cov_38.058990_g2111_i0	3955
rnaspades	SRR5466369_NODE_3825_length_3725_cov_7.903888_g2352_i0	3725
rnaspades	SRR5466337_NODE_877_length_4774_cov_43.443735_g518_i0	4774
rnaspades	SRR5466337_NODE_1127_length_4329_cov_24180.961936_g682_i0	4329
rnaspades	SRR5466337_NODE_1149_length_4297_cov_3.958807_g695_i0	4297
rnaspades	SRR5466337_NODE_1291_length_4089_cov_7.729582_g797_i0	4089
rnaspades	SRR5466337_NODE_2087_length_3409_cov_90.366906_g1338_i0	3409
rnaspades	SRR5466723_NODE_454_length_4796_cov_11.741901_g358_i0	4796
rnaspades	SRR5466723_NODE_548_length_4460_cov_288.780260_g431_i0	4460
rnaspades	SRR5466723_NODE_845_length_3710_cov_9.436624_g670_i0	3710
rnaspades	SRR5466725_NODE_1797_length_4422_cov_865.404231_g1357_i0	4422
rnaspades	SRR5466725_NODE_1862_length_4359_cov_56.050630_g1409_i0	4359
rnaspades	SRR5466725_NODE_1958_length_4235_cov_56.272465_g1486_i0	4235
rnaspades	SRR5466725_NODE_2010_length_4188_cov_52.172783_g1528_i0	4188
rnaspades	SRR5466725_NODE_2138_length_4061_cov_444.057422_g1621_i0	4061
rnaspades	SRR5466725_NODE_2151_length_4050_cov_10.431732_g1631_i0	4050
rnaspades	SRR5466725_NODE_2219_length_3976_cov_42.033564_g1691_i0	3976
rnaspades	SRR5466725_NODE_2228_length_3970_cov_10.853734_g1697_i0	3970
rnaspades	SRR5466725_NODE_2322_length_3892_cov_27.326002_g1773_i0	3892
rnaspades	SRR5466725_NODE_2385_length_3845_cov_13.143160_g1825_i0	3845
rnaspades	SRR5466725_NODE_2421_length_3817_cov_87.387821_g1854_i0	3817
rnaspades	SRR5466725_NODE_2438_length_3805_cov_22.780815_g1864_i0	3805
rnaspades	SRR5466725_NODE_2492_length_3765_cov_23.373510_g1908_i0	3765
rnaspades	SRR5466725_NODE_2510_length_3746_cov_1186.438062_g1922_i0	3746
rnaspades	SRR5466725_NODE_2511_length_3746_cov_1161.997277_g1922_i1	3746
rnaspades	SRR5466725_NODE_2516_length_3745_cov_1192.560458_g1922_i5	3745
rnaspades	SRR5466725_NODE_2584_length_3697_cov_10.032285_g1973_i0	3697
rnaspades	SRR5466725_NODE_2742_length_3581_cov_135.136260_g2108_i0	3581
rnaspades	SRR5466725_NODE_2763_length_3569_cov_16.596110_g2118_i0	3569
rnaspades	SRR5466725_NODE_2845_length_3510_cov_10.799244_g2175_i0	3510
rnaspades	SRR5466725_NODE_2931_length_3456_cov_11.175584_g2248_i0	3456
rnaspades	SRR5466725_NODE_3001_length_3414_cov_44.305298_g2307_i1	3414
rnaspades	SRR5466725_NODE_3079_length_3364_cov_15.234579_g2369_i0	3364
rnaspades	SRR5466725_NODE_3118_length_3346_cov_13.772991_g2399_i0	3346
rnaspades	SRR5466727_NODE_359_length_6671_cov_21.191725_g292_i0	6671
rnaspades	SRR5466727_NODE_836_length_4758_cov_161.109712_g687_i1	4758
rnaspades	SRR5466727_NODE_1024_length_4355_cov_10.849136_g876_i0	4355
rnaspades	SRR5466727_NODE_1030_length_4335_cov_11.703895_g881_i0	4335
rnaspades	SRR5466727_NODE_1056_length_4303_cov_11.469504_g903_i0	4303
rnaspades	SRR5466727_NODE_1092_length_4229_cov_49.944658_g933_i0	4229
rnaspades	SRR5466727_NODE_1126_length_4166_cov_10.953335_g962_i0	4166
rnaspades	SRR5466727_NODE_1185_length_4082_cov_157.078324_g1012_i0	4082
rnaspades	SRR5466727_NODE_1192_length_4069_cov_396.271772_g1019_i0	4069
rnaspades	SRR5466727_NODE_1311_length_3905_cov_18.136743_g1127_i0	3905
rnaspades	SRR5466727_NODE_1359_length_3845_cov_128.811506_g1170_i0	3845
rnaspades	SRR5466727_NODE_1362_length_3843_cov_11.323342_g1173_i0	3843
rnaspades	SRR5466727_NODE_1508_length_3678_cov_15.869348_g1304_i0	3678
rnaspades	SRR5466727_NODE_1736_length_3445_cov_47.198102_g1491_i0	3445
rnaspades	SRR5466727_NODE_1737_length_3445_cov_40.514828_g1491_i1	3445
rnaspades	SRR5466728_NODE_367_length_4789_cov_22.142070_g299_i0	4789
rnaspades	SRR5466728_NODE_406_length_4555_cov_117.385542_g337_i0	4555
rnaspades	SRR5466728_NODE_437_length_4446_cov_20681.534416_g363_i0	4446
rnaspades	SRR5466728_NODE_576_length_3994_cov_11.220352_g473_i1	3994
rnaspades	SRR5466728_NODE_580_length_3981_cov_14.908905_g486_i0	3981
rnaspades	SRR5466728_NODE_628_length_3862_cov_9.926894_g528_i0	3862
rnaspades	SRR5466728_NODE_678_length_3780_cov_9.094955_g571_i0	3780
rnaspades	SRR5466728_NODE_688_length_3752_cov_24.997825_g579_i0	3752
rnaspades	SRR5466728_NODE_691_length_3739_cov_59.941626_g580_i1	3739
rnaspades	SRR5466729_NODE_547_length_5328_cov_305.738915_g399_i0	5328
rnaspades	SRR5466729_NODE_583_length_5220_cov_636.168836_g429_i0	5220
rnaspades	SRR5466729_NODE_797_length_4672_cov_47.613177_g598_i0	4672
rnaspades	SRR5466729_NODE_1035_length_4244_cov_122.911053_g781_i0	4244
rnaspades	SRR5466729_NODE_1079_length_4166_cov_7.762277_g817_i0	4166
rnaspades	SRR5466729_NODE_1084_length_4162_cov_504.543898_g822_i0	4162
rnaspades	SRR5466729_NODE_1207_length_3985_cov_15.765337_g598_i2	3985
rnaspades	SRR5466729_NODE_1290_length_3885_cov_23.866474_g988_i0	3885
rnaspades	SRR5466729_NODE_1338_length_3826_cov_17.914202_g1029_i0	3826
rnaspades	SRR5466729_NODE_1407_length_3747_cov_961.045182_g1088_i0	3747
rnaspades	SRR5466729_NODE_1410_length_3747_cov_783.054437_g1088_i3	3747
rnaspades	SRR5466729_NODE_1444_length_3717_cov_604.616630_g822_i1	3717
rnaspades	SRR5466729_NODE_1499_length_3663_cov_5.452925_g1159_i0	3663
rnaspades	SRR5466729_NODE_1883_length_3310_cov_511.451344_g822_i2	3310
rnaspades	SRR5466729_NODE_2181_length_3094_cov_7.666336_g1721_i0	3094
rnaspades	SRR5466729_NODE_2350_length_2998_cov_10.704274_g1856_i0	2998
rnaspades	SRR5467090_NODE_599_length_4402_cov_5.148302_g464_i0	4402
rnaspades	SRR5467090_NODE_614_length_4327_cov_5.597085_g477_i0	4327
rnaspades	SRR5467090_NODE_802_length_3946_cov_10.177124_g627_i0	3946
rnaspades	SRR5467090_NODE_816_length_3912_cov_35.259703_g641_i0	3912
rnaspades	SRR5467090_NODE_821_length_3903_cov_8.405744_g646_i0	3903
rnaspades	SRR5467090_NODE_830_length_3890_cov_275.384595_g653_i0	3890
rnaspades	SRR5467090_NODE_867_length_3808_cov_13.522892_g686_i0	3808
rnaspades	SRR5467090_NODE_891_length_3776_cov_51.700783_g706_i0	3776
rnaspades	SRR5467090_NODE_958_length_3681_cov_13.525499_g762_i0	3681
rnaspades	SRR5467090_NODE_1027_length_3596_cov_29.071530_g823_i0	3596
rnaspades	SRR5467090_NODE_1034_length_3588_cov_16.478236_g827_i0	3588
rnaspades	SRR5467090_NODE_1538_length_3039_cov_3442.431895_g1249_i0	3039
rnaspades	SRR5467090_NODE_1701_length_2921_cov_76.509480_g761_i1	2921
rnaspades	SRR5467091_NODE_758_length_4797_cov_10803.204488_g559_i0	4797
rnaspades	SRR5467091_NODE_964_length_4316_cov_8.114777_g733_i0	4316
rnaspades	SRR5467091_NODE_1007_length_4256_cov_11.297394_g767_i0	4256
rnaspades	SRR5467091_NODE_1043_length_4194_cov_12.843242_g797_i0	4194
rnaspades	SRR5467091_NODE_1073_length_4144_cov_78.790224_g821_i0	4144
rnaspades	SRR5467091_NODE_1084_length_4136_cov_6.582082_g830_i0	4136
rnaspades	SRR5467091_NODE_1101_length_4113_cov_55.262871_g844_i0	4113
rnaspades	SRR5467091_NODE_1170_length_4002_cov_18.212777_g901_i0	4002
rnaspades	SRR5467091_NODE_1230_length_3912_cov_19.091170_g948_i0	3912
rnaspades	SRR5467091_NODE_1258_length_3873_cov_1062.532105_g968_i0	3873
rnaspades	SRR5467091_NODE_1259_length_3873_cov_851.554211_g968_i1	3873
rnaspades	SRR5467091_NODE_1260_length_3870_cov_7.944693_g969_i0	3870
rnaspades	SRR5467091_NODE_1275_length_3847_cov_6.453895_g983_i0	3847
rnaspades	SRR5467091_NODE_1278_length_3846_cov_13.857143_g986_i0	3846
rnaspades	SRR5467091_NODE_1344_length_3770_cov_15.446578_g996_i2	3770
rnaspades	SRR5467091_NODE_1394_length_3708_cov_10.342779_g1075_i0	3708
rnaspades	SRR5467091_NODE_1431_length_3668_cov_8.430320_g1106_i0	3668
rnaspades	SRR5467091_NODE_1495_length_3594_cov_894.657484_g968_i2	3594
rnaspades	SRR5467091_NODE_1516_length_3570_cov_61.196454_g1181_i0	3570
rnaspades	SRR5467091_NODE_1547_length_3538_cov_709.092352_g1209_i0	3538
rnaspades	SRR5467091_NODE_1655_length_3439_cov_12.256684_g1297_i0	3439
rnaspades	SRR5467091_NODE_1782_length_3313_cov_7.369753_g1393_i0	3313
rnaspades	SRR5467091_NODE_2673_length_2745_cov_28.108159_g1243_i1	2745
rnaspades	SRR6049586_NODE_2823_length_2796_cov_28.358428_g1041_i1	2796
rnaspades	SRR6253161_NODE_328_length_6744_cov_56.543697_g206_i0	6744
rnaspades	SRR6253161_NODE_466_length_6005_cov_61.818948_g206_i1	6005
rnaspades	SRR6253161_NODE_858_length_4779_cov_8.303230_g592_i0	4779
rnaspades	SRR6253161_NODE_1290_length_4139_cov_11.646581_g904_i0	4139
rnaspades	SRR6253161_NODE_1304_length_4115_cov_12.671697_g914_i0	4115
rnaspades	SRR6253161_NODE_1538_length_3903_cov_8.384595_g1086_i0	3903
rnaspades	SRR6253161_NODE_1622_length_3828_cov_2589.314780_g1145_i0	3828
rnaspades	SRR6253161_NODE_1634_length_3824_cov_2590.228472_g1145_i1	3824
rnaspades	SRR6253161_NODE_1674_length_3787_cov_2615.847065_g1145_i2	3787
rnaspades	SRR6253256_NODE_738_length_4483_cov_1256.322449_g576_i0	4483
rnaspades	SRR6253256_NODE_1015_length_3822_cov_23.247799_g789_i0	3822
rnaspades	SRR6253256_NODE_1346_length_3340_cov_23.597184_g1028_i1	3340
rnaspades	SRR6253579_NODE_578_length_6307_cov_62.539942_g371_i0	6307
rnaspades	SRR6254351_NODE_1065_length_4588_cov_22633.434109_g7_i28	4588
rnaspades	SRR6254353_NODE_1179_length_4289_cov_35.143501_g749_i0	4289
rnaspades	SRR6254353_NODE_1344_length_4047_cov_7.966281_g856_i0	4047
rnaspades	SRR6254353_NODE_1782_length_3615_cov_14.477979_g1135_i0	3615
rnaspades	SRR6254893_NODE_918_length_3823_cov_17.452533_g741_i0	3823
rnaspades	SRR6254893_NODE_919_length_3823_cov_14.845333_g741_i1	3823
rnaspades	SRR6254893_NODE_1344_length_3277_cov_47.515293_g1048_i1	3277
rnaspades	SRR6254984_NODE_952_length_3969_cov_98.579312_g745_i0	3969
rnaspades	SRR6255402_NODE_633_length_4509_cov_56434.147205_g497_i0	4509
rnaspades	SRR6255402_NODE_842_length_3836_cov_20.040128_g653_i0	3836
rnaspades	SRR6255402_NODE_1397_length_2856_cov_39.311175_g1077_i0	2856
rnaspades	SRR6255520_NODE_619_length_4237_cov_4.506964_g514_i0	4237
rnaspades	SRR6255520_NODE_661_length_4110_cov_7.606143_g554_i0	4110
rnaspades	SRR6255520_NODE_1157_length_3280_cov_44.615529_g953_i0	3280
rnaspades	SRR6255521_NODE_586_length_3798_cov_23.123758_g432_i0	3798
rnaspades	SRR6255521_NODE_648_length_3685_cov_39.119878_g483_i0	3685
rnaspades	SRR6255733_NODE_154_length_7501_cov_720.100027_g119_i0	7501
rnaspades	SRR6255733_NODE_500_length_4868_cov_93.906986_g392_i0	4868
rnaspades	SRR6255733_NODE_502_length_4866_cov_141.684957_g392_i1	4866
rnaspades	SRR6255733_NODE_737_length_4128_cov_6.733662_g588_i0	4128
rnaspades	SRR6255733_NODE_781_length_3990_cov_10.112586_g629_i0	3990
rnaspades	SRR6255733_NODE_842_length_3856_cov_12953.289717_g681_i0	3856
rnaspades	SRR6255733_NODE_913_length_3698_cov_11.010483_g740_i0	3698
rnaspades	SRR6255733_NODE_990_length_3560_cov_100.405793_g802_i0	3560
rnaspades	SRR6255746_NODE_799_length_4095_cov_70.988563_g597_i0	4095
rnaspades	SRR6255746_NODE_848_length_3989_cov_12.108529_g639_i0	3989
rnaspades	SRR6255746_NODE_881_length_3897_cov_191.428609_g671_i0	3897
rnaspades	SRR6255746_NODE_960_length_3747_cov_319.205226_g733_i3	3747
rnaspades	SRR6255746_NODE_962_length_3747_cov_288.271094_g733_i5	3747
rnaspades	SRR6255746_NODE_1076_length_3546_cov_4.549669_g820_i0	3546
rnaspades	SRR6960509_NODE_2300_length_4222_cov_42.183659_g1524_i0	4222
rnaspades	SRR6960509_NODE_2488_length_4074_cov_18.612597_g1657_i0	4074
rnaspades	SRR6960509_NODE_2497_length_4064_cov_302.062892_g1663_i0	4064
rnaspades	SRR6960509_NODE_2629_length_3970_cov_17.694380_g1745_i0	3970
rnaspades	SRR6960509_NODE_2834_length_3831_cov_373.794838_g1887_i0	3831
rnaspades	SRR6960509_NODE_2997_length_3732_cov_3.876469_g1997_i0	3732
rnaspades	SRR6960509_NODE_2998_length_3730_cov_353.228876_g1998_i0	3730
rnaspades	SRR6960509_NODE_3038_length_3710_cov_26.282651_g2026_i0	3710
rnaspades	SRR6960509_NODE_3116_length_3669_cov_70.959956_g2077_i0	3669
rnaspades	SRR6960509_NODE_3441_length_3508_cov_6.862882_g2292_i0	3508
rnaspades	SRR6960509_NODE_3542_length_3460_cov_66.075288_g2361_i0	3460
rnaspades	SRR6960509_NODE_3549_length_3457_cov_58.501182_g2361_i2	3457
rnaspades	SRR6960549_NODE_61_length_4583_cov_14.931042_g42_i0	4583
rnaspades	SRR6960549_NODE_73_length_4420_cov_7.651714_g52_i0	4420
rnaspades	SRR6960549_NODE_87_length_4269_cov_207.989276_g59_i0	4269
rnaspades	SRR6960549_NODE_106_length_4139_cov_5.126168_g73_i0	4139
rnaspades	SRR6960549_NODE_135_length_3930_cov_110.542909_g91_i0	3930
rnaspades	SRR6960549_NODE_143_length_3872_cov_4.917873_g97_i0	3872
rnaspades	SRR6960549_NODE_165_length_3724_cov_49.790742_g118_i0	3724
rnaspades	SRR6960549_NODE_167_length_3709_cov_8.053905_g119_i0	3709
rnaspades	SRR6960549_NODE_172_length_3689_cov_4.960730_g124_i0	3689
rnaspades	SRR6960549_NODE_214_length_3493_cov_64.605556_g152_i0	3493
rnaspades	SRR6960549_NODE_215_length_3481_cov_57.326878_g153_i0	3481
rnaspades	SRR6960549_NODE_275_length_3169_cov_30.665052_g100_i1	3169
rnaspades	SRR6960551_NODE_605_length_4295_cov_9.865467_g445_i0	4295
rnaspades	SRR6960551_NODE_645_length_4194_cov_22.135161_g468_i0	4194
rnaspades	SRR6960551_NODE_688_length_4082_cov_11.124969_g446_i1	4082
rnaspades	SRR6960551_NODE_715_length_4040_cov_487.785984_g514_i0	4040
rnaspades	SRR6960551_NODE_774_length_3910_cov_16.076883_g552_i0	3910
rnaspades	SRR6960551_NODE_803_length_3853_cov_5.607937_g570_i0	3853
rnaspades	SRR6960551_NODE_805_length_3851_cov_9.898624_g571_i0	3851
rnaspades	SRR6960551_NODE_818_length_3827_cov_46.180075_g580_i0	3827
rnaspades	SRR6960551_NODE_839_length_3791_cov_11.526358_g592_i0	3791
rnaspades	SRR6960551_NODE_853_length_3760_cov_23.985083_g602_i0	3760
rnaspades	SRR6960551_NODE_869_length_3737_cov_5.927948_g611_i0	3737
rnaspades	SRR6960551_NODE_938_length_3629_cov_832.107143_g661_i0	3629
rnaspades	SRR6960551_NODE_966_length_3589_cov_16.130546_g681_i0	3589
rnaspades	SRR6960551_NODE_967_length_3587_cov_178.253273_g682_i0	3587
rnaspades	SRR6960551_NODE_1005_length_3540_cov_16.559562_g708_i0	3540
rnaspades	SRR6960551_NODE_1027_length_3515_cov_15.394829_g724_i0	3515
rnaspades	SRR6960551_NODE_1058_length_3474_cov_16.648045_g747_i0	3474
rnaspades	SRR6960551_NODE_1059_length_3474_cov_14.522493_g747_i1	3474
rnaspades	SRR6960551_NODE_1067_length_3466_cov_208.753316_g754_i0	3466
rnaspades	SRR6960551_NODE_1253_length_3231_cov_8.869538_g873_i0	3231
rnaspades	SRR6960551_NODE_1263_length_3223_cov_675.845397_g661_i1	3223
rnaspades	SRR6960797_NODE_427_length_4298_cov_5.104379_g334_i0	4298
rnaspades	SRR6960797_NODE_456_length_4216_cov_274.845040_g353_i0	4216
rnaspades	SRR6960797_NODE_467_length_4185_cov_73.812257_g362_i0	4185
rnaspades	SRR6960797_NODE_569_length_3896_cov_304.172116_g396_i1	3896
rnaspades	SRR6960797_NODE_645_length_3730_cov_291.604047_g505_i0	3730
rnaspades	SRR6960797_NODE_682_length_3667_cov_126.231775_g531_i0	3667
rnaspades	SRR6960797_NODE_703_length_3637_cov_12.761504_g548_i0	3637
rnaspades	SRR6960797_NODE_744_length_3575_cov_215.795545_g577_i1	3575
rnaspades	SRR7976299_NODE_39_length_5103_cov_1100.892247_g29_i1	5103
rnaspades	SRR7976299_NODE_55_length_4645_cov_7.537839_g43_i0	4645
rnaspades	SRR7976299_NODE_74_length_4380_cov_42.158579_g61_i0	4380
rnaspades	SRR7976299_NODE_89_length_4137_cov_19.502461_g72_i0	4137
rnaspades	SRR7976299_NODE_100_length_4073_cov_7.638750_g81_i0	4073
rnaspades	SRR7976299_NODE_102_length_4061_cov_38.198094_g83_i0	4061
rnaspades	SRR7976299_NODE_106_length_3991_cov_5.451506_g85_i0	3991
rnaspades	SRR7976299_NODE_109_length_3966_cov_11.522219_g86_i0	3966
rnaspades	SRR7976299_NODE_110_length_3960_cov_99.669925_g87_i0	3960
rnaspades	SRR7976299_NODE_136_length_3819_cov_6.122531_g105_i0	3819
rnaspades	SRR7976299_NODE_142_length_3766_cov_136.021121_g108_i0	3766
rnaspades	SRR7976299_NODE_145_length_3757_cov_371.253257_g111_i0	3757
rnaspades	SRR7976299_NODE_146_length_3750_cov_21.581996_g112_i0	3750
rnaspades	SRR7976299_NODE_156_length_3683_cov_262.316066_g121_i0	3683
rnaspades	SRR7976299_NODE_167_length_3628_cov_7.473699_g130_i0	3628
rnaspades	SRR7976299_NODE_176_length_3503_cov_7.795918_g138_i0	3503
rnaspades	SRR7976300_NODE_1131_length_4513_cov_20.063514_g840_i0	4513
rnaspades	SRR7976300_NODE_1180_length_4434_cov_8214.211878_g872_i0	4434
rnaspades	SRR7976300_NODE_1216_length_4378_cov_10.539373_g903_i0	4378
rnaspades	SRR7976300_NODE_1308_length_4246_cov_229.899353_g872_i1	4246
rnaspades	SRR7976300_NODE_1757_length_3762_cov_14.381675_g1303_i0	3762
rnaspades	SRR7976300_NODE_1775_length_3749_cov_43.196681_g1315_i0	3749
rnaspades	SRR7976300_NODE_1776_length_3749_cov_30.760337_g1316_i0	3749
rnaspades	SRR7976300_NODE_1830_length_3711_cov_36.486806_g1353_i0	3711
rnaspades	SRR7976300_NODE_1903_length_3642_cov_6.161950_g1413_i0	3642
rnaspades	SRR7976300_NODE_1985_length_3579_cov_7.797490_g1473_i0	3579
rnaspades	SRR7976300_NODE_1991_length_3575_cov_10.948315_g1477_i0	3575
rnaspades	SRR7976300_NODE_2010_length_3559_cov_6.583477_g1491_i0	3559
rnaspades	SRR7976300_NODE_2234_length_3394_cov_9.397471_g1650_i0	3394
rnaspades	SRR7976300_NODE_2418_length_3271_cov_5.336148_g1793_i0	3271
rnaspades	SRR7976301_NODE_728_length_4228_cov_17.291937_g574_i0	4228
rnaspades	SRR7976301_NODE_729_length_4228_cov_14.551143_g575_i0	4228
rnaspades	SRR7976301_NODE_740_length_4201_cov_921.132025_g584_i0	4201
rnaspades	SRR7976301_NODE_826_length_4002_cov_9.076864_g659_i0	4002
rnaspades	SRR7976301_NODE_827_length_4001_cov_128.769348_g660_i0	4001
rnaspades	SRR7976301_NODE_831_length_3981_cov_500.191914_g664_i0	3981
rnaspades	SRR7976301_NODE_936_length_3826_cov_334.284572_g753_i0	3826
rnaspades	SRR7976301_NODE_993_length_3754_cov_371.249117_g798_i0	3754
rnaspades	SRR7976301_NODE_1069_length_3660_cov_45.180652_g850_i0	3660
rnaspades	SRR7976301_NODE_1091_length_3623_cov_330.203099_g753_i1	3623
rnaspades	SRR7976310_NODE_620_length_4679_cov_7.394703_g421_i0	4679
rnaspades	SRR7976310_NODE_664_length_4535_cov_13.759301_g453_i0	4535
rnaspades	SRR7976310_NODE_788_length_4253_cov_111.767464_g541_i0	4253
rnaspades	SRR7976310_NODE_841_length_4155_cov_12.395394_g585_i0	4155
rnaspades	SRR7976310_NODE_894_length_4038_cov_94.782346_g622_i0	4038
rnaspades	SRR7976310_NODE_961_length_3913_cov_79.273177_g679_i0	3913
rnaspades	SRR7976310_NODE_964_length_3904_cov_686.200731_g681_i0	3904
rnaspades	SRR7976310_NODE_989_length_3871_cov_72.166667_g702_i0	3871
rnaspades	SRR7976310_NODE_1023_length_3827_cov_58.448588_g727_i0	3827
rnaspades	SRR7976310_NODE_1029_length_3822_cov_17.284342_g732_i0	3822
rnaspades	SRR7976310_NODE_1037_length_3809_cov_177.007227_g739_i0	3809
rnaspades	SRR7976310_NODE_1046_length_3796_cov_60.238786_g747_i0	3796
rnaspades	SRR7976310_NODE_1077_length_3740_cov_7.153259_g770_i0	3740
rnaspades	SRR7976310_NODE_1146_length_3650_cov_15.239307_g822_i0	3650
rnaspades	SRR7976310_NODE_1169_length_3618_cov_22.977715_g841_i0	3618
rnaspades	SRR7976310_NODE_1299_length_3451_cov_205.095027_g935_i0	3451
rnaspades	SRR7976310_NODE_1386_length_3373_cov_7.806667_g993_i0	3373
rnaspades	SRR7687334_NODE_474_length_8233_cov_73839.933701_g242_i0	8233
rnaspades	SRR7687334_NODE_659_length_6934_cov_89282.671331_g349_i0	6934
rnaspades	SRR7687334_NODE_820_length_6242_cov_98018.605771_g433_i0	6242
rnaspades	SRR7687334_NODE_866_length_6119_cov_96735.584684_g342_i2	6119
rnaspades	SRR7687334_NODE_901_length_5976_cov_95495.257835_g481_i0	5976
rnaspades	SRR7687334_NODE_905_length_5964_cov_103484.480564_g483_i0	5964
rnaspades	SRR7687334_NODE_1186_length_5308_cov_105550.219484_g644_i0	5308
rnaspades	SRR7687334_NODE_1233_length_5221_cov_112278.724359_g674_i0	5221
rnaspades	SRR7687334_NODE_1347_length_5038_cov_113530.667472_g731_i0	5038
rnaspades	SRR7687334_NODE_1406_length_4962_cov_115295.395582_g761_i0	4962
rnaspades	SRR7687334_NODE_1511_length_4800_cov_116891.093082_g644_i2	4800
rnaspades	SRR7687334_NODE_1552_length_4744_cov_126735.642261_g835_i0	4744
rnaspades	SRR7687334_NODE_1618_length_4646_cov_127518.018587_g871_i0	4646
rnaspades	SRR7687334_NODE_1627_length_4629_cov_135207.464004_g877_i0	4629
rnaspades	SRR7687334_NODE_1637_length_4617_cov_124786.843970_g882_i0	4617
rnaspades	SRR7687334_NODE_1657_length_4597_cov_129493.743590_g893_i0	4597
rnaspades	SRR7687334_NODE_1666_length_4585_cov_133245.659131_g899_i0	4585
rnaspades	SRR7687334_NODE_1682_length_4573_cov_132742.419333_g912_i0	4573
rnaspades	SRR7687334_NODE_1692_length_4564_cov_135016.461145_g919_i0	4564
rnaspades	SRR7687334_NODE_1700_length_4555_cov_126608.251673_g923_i0	4555
rnaspades	SRR7687334_NODE_1716_length_4534_cov_134685.069715_g936_i0	4534
rnaspades	SRR7687334_NODE_1739_length_4511_cov_138977.354439_g949_i0	4511
rnaspades	SRR7687334_NODE_1759_length_4481_cov_132985.797641_g959_i0	4481
rnaspades	SRR7687334_NODE_1766_length_4470_cov_139468.373179_g966_i0	4470
rnaspades	SRR7687334_NODE_1775_length_4455_cov_128634.956641_g971_i0	4455
rnaspades	SRR7687334_NODE_1778_length_4454_cov_133821.469756_g974_i0	4454
rnaspades	SRR7687334_NODE_1802_length_4423_cov_135333.814943_g993_i0	4423
rnaspades	SRR7687334_NODE_1810_length_4419_cov_136185.368615_g835_i1	4419
rnaspades	SRR7687334_NODE_1836_length_4397_cov_130360.113321_g1011_i0	4397
rnaspades	SRR7687334_NODE_1846_length_4385_cov_132284.044759_g1018_i0	4385
rnaspades	SRR7687334_NODE_1872_length_4339_cov_145252.024379_g1030_i0	4339
rnaspades	SRR7687334_NODE_1903_length_4299_cov_133954.633223_g1055_i0	4299
rnaspades	SRR7687334_NODE_1907_length_4293_cov_133572.689573_g1059_i0	4293
rnaspades	SRR7687334_NODE_1916_length_4277_cov_146845.294719_g1064_i0	4277
rnaspades	SRR7687334_NODE_1938_length_4250_cov_143998.661480_g1072_i0	4250
rnaspades	SRR7687334_NODE_1972_length_4218_cov_137668.867551_g1089_i0	4218
rnaspades	SRR7687334_NODE_1986_length_4200_cov_143989.480979_g1099_i0	4200
rnaspades	SRR7687334_NODE_2009_length_4179_cov_137457.024598_g1111_i0	4179
rnaspades	SRR7687334_NODE_2055_length_4127_cov_140559.040454_g1137_i0	4127
rnaspades	SRR7687334_NODE_2119_length_4069_cov_143993.527778_g1171_i0	4069
rnaspades	SRR7687334_NODE_2141_length_4043_cov_147775.951134_g1186_i0	4043
rnaspades	SRR7687334_NODE_2152_length_4036_cov_148037.001009_g1191_i0	4036
